Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2000-01-03 00:00:00-05:00,35.975748490648044,36.35887680258253,34.32829674932976,35.726715087890625,53228400,0.0,0.0
2000-01-04 00:00:00-05:00,34.80720553466933,35.89912117334635,34.40492082568306,34.519859313964844,54119000,0.0,0.0
2000-01-05 00:00:00-05:00,34.060112644721364,35.66925182478694,33.523732918032835,34.88383865356445,64059600,0.0,0.0
2000-01-06 00:00:00-05:00,34.385776259682395,34.90299963517622,33.21723455949263,33.715301513671875,54976600,0.0,0.0
2000-01-07 00:00:00-05:00,33.29386009263377,34.40493252380337,32.891575246865465,34.15589904785156,62013600,0.0,0.0
2000-01-10 00:00:00-05:00,34.76891365773428,34.8455393627651,34.13675159123002,34.40494155883789,44963600,0.0,0.0
2000-01-11 00:00:00-05:00,34.17504554966518,35.0179278390067,33.31300684465681,33.52372741699219,46743600,0.0,0.0
2000-01-12 00:00:00-05:00,33.25554208592135,33.3704805954349,32.01037489952452,32.43181610107422,66532400,0.0,0.0
2000-01-13 00:00:00-05:00,31.99121595742046,33.293852295806445,31.110020787335827,33.04481887817383,83144000,0.0,0.0
2000-01-14 00:00:00-05:00,32.85327103196379,34.922165067795916,32.41267322803658,34.40494155883789,73416400,0.0,0.0
2000-01-18 00:00:00-05:00,34.2708230202114,35.70755400205369,34.25166660712017,35.34358215332031,81483600,0.0,0.0
2000-01-19 00:00:00-05:00,33.868543286189855,34.17504594036352,32.48928134240837,32.79578399658203,97568200,0.0,0.0
2000-01-20 00:00:00-05:00,32.814951323113355,33.61952105783067,32.45097930026504,32.48929214477539,56349800,0.0,0.0
2000-01-21 00:00:00-05:00,32.79577987854739,32.87240553246923,31.646395069719798,31.799646377563477,68416200,0.0,0.0
2000-01-24 00:00:00-05:00,31.814025631657355,32.39350735699689,30.899306544551145,31.033401489257812,63597600,0.0,0.0
2000-01-25 00:00:00-05:00,30.956773863447474,31.837969159065413,30.516176215638506,31.512310028076172,59823200,0.0,0.0
2000-01-26 00:00:00-05:00,31.397372389739417,31.723031529840437,30.382082129424475,30.458707809448242,49365000,0.0,0.0
2000-01-27 00:00:00-05:00,30.61674019294449,31.014235803145397,29.8073816613306,30.267135620117188,63654800,0.0,0.0
2000-01-28 00:00:00-05:00,30.075584477140705,30.72690286709152,29.80739455186684,30.1138973236084,58225400,0.0,0.0
2000-01-31 00:00:00-05:00,29.922323382829497,30.094731135995605,29.079441034017396,29.99894905090332,73194200,0.0,0.0
2000-02-01 00:00:00-05:00,30.190504378670262,31.646391645661975,29.941471030369048,31.550609588623047,70196600,0.0,0.0
2000-02-02 00:00:00-05:00,31.39736450937913,31.857118474129038,30.803515638243834,30.8992977142334,49915600,0.0,0.0
2000-02-03 00:00:00-05:00,31.282432522790998,31.933750774949534,30.688583528175858,31.761343002319336,49186000,0.0,0.0
2000-02-04 00:00:00-05:00,31.991233870430776,33.10230666353556,31.919397267428312,32.66170883178711,55365400,0.0,0.0
2000-02-07 00:00:00-05:00,32.73832023996262,32.75747665906148,31.952907056909094,32.680850982666016,40005800,0.0,0.0
2000-02-08 00:00:00-05:00,32.62338454185256,33.71530052475661,32.62338454185256,33.696144104003906,56229000,0.0,0.0
2000-02-09 00:00:00-05:00,33.54288419737266,33.54288419737266,31.83796318448507,31.87627601623535,55090000,0.0,0.0
2000-02-10 00:00:00-05:00,31.842762893663263,32.66169994507196,31.416532498485637,32.48929214477539,54527800,0.0,0.0
2000-02-11 00:00:00-05:00,32.14447010748829,32.14447010748829,30.382079612918016,30.631113052368164,115559000,0.0,0.0
2000-02-14 00:00:00-05:00,31.028594007456167,31.18663438440416,30.36290878334189,30.535316467285156,81028600,0.0,0.0
2000-02-15 00:00:00-05:00,30.57363330887025,30.6502589562609,30.07556660083101,30.20966148376465,71027600,0.0,0.0
2000-02-16 00:00:00-05:00,30.420395884104785,30.707742192833734,29.769077584319167,29.92232894897461,65202600,0.0,0.0
2000-02-17 00:00:00-05:00,30.190501099398624,30.554472876612184,29.77384919653573,30.535316467285156,80343400,0.0,0.0
2000-02-18 00:00:00-05:00,30.65026839417427,30.669424811920628,29.079442138972837,29.136911392211914,79063000,0.0,0.0
2000-02-22 00:00:00-05:00,29.156072836411468,29.769078309975963,28.447285257602516,28.753787994384766,66296200,0.0,0.0
2000-02-23 00:00:00-05:00,28.6580108622341,29.347642139667542,28.217413101651623,28.887887954711914,75847200,0.0,0.0
2000-02-24 00:00:00-05:00,28.88788630905755,29.38595331438613,28.19825507091029,29.0411376953125,69733200,0.0,0.0
2000-02-25 00:00:00-05:00,29.021984350999524,29.026773457328073,27.73850385494872,27.987537384033203,65301400,0.0,0.0
2000-02-28 00:00:00-05:00,27.66186511459611,28.2365576031265,27.010546960928334,28.064149856567383,76131800,0.0,0.0
2000-02-29 00:00:00-05:00,28.121628447846103,28.121628447846103,27.24043300601986,27.39368438720703,58437400,0.0,0.0
2000-03-01 00:00:00-05:00,27.47031177591638,28.83999607994568,27.259591113758024,27.83428382873535,106889800,0.0,0.0
2000-03-02 00:00:00-05:00,28.14077196542518,29.232687555642492,27.9300514129271,28.61968231201172,106932600,0.0,0.0
2000-03-03 00:00:00-05:00,29.041136524612167,30.305460410248315,28.772946609477227,29.46257781982422,101435200,0.0,0.0
2000-03-06 00:00:00-05:00,29.424255792025864,29.845696955713734,27.62355263808678,27.776803970336914,93609400,0.0,0.0
2000-03-07 00:00:00-05:00,29.46256812135432,29.88400927783663,28.17908823570364,28.466434478759766,135061000,0.0,0.0
2000-03-08 00:00:00-05:00,28.753777720399587,29.481721460156535,27.89173908121372,29.290157318115234,94290000,0.0,0.0
2000-03-09 00:00:00-05:00,29.213537216186523,30.6502685546875,29.117755126953124,30.6502685546875,88198800,0.0,0.0
2000-03-10 00:00:00-05:00,30.51616859081948,31.416520080944096,30.497012176135975,30.95676612854004,85589000,0.0,0.0
2000-03-13 00:00:00-05:00,29.92232536053171,30.726894928484544,29.884012523962525,30.037263870239258,61831800,0.0,0.0
2000-03-14 00:00:00-05:00,30.228826254645412,30.420390426094368,29.156066894531254,29.15606689453125,73489200,0.0,0.0
2000-03-15 00:00:00-05:00,28.98366118539833,29.615822995787056,28.715471326445535,29.232694625854492,53208000,0.0,0.0
2000-03-16 00:00:00-05:00,29.405102392324146,29.634979414283684,28.581376396969137,29.232694625854492,77300800,0.0,0.0
2000-03-17 00:00:00-05:00,29.194384089056054,30.49702064946013,28.964507048984746,30.458707809448242,81161600,0.0,0.0
2000-03-20 00:00:00-05:00,30.267134704393968,30.573637334311883,29.577503787078662,29.845693588256836,47773000,0.0,0.0
2000-03-21 00:00:00-05:00,29.654139999055516,31.608094960233593,29.577514314303436,31.49315643310547,81648800,0.0,0.0
2000-03-22 00:00:00-05:00,31.51230173595881,32.374340385270756,30.995078546371644,31.64639663696289,93975800,0.0,0.0
2000-03-23 00:00:00-05:00,32.73830863057568,34.59648062423621,32.680839393658346,34.28997802734375,148224000,0.0,0.0
2000-03-24 00:00:00-05:00,34.51987119139942,35.247815200984974,33.58120654746014,34.23252487182617,112196800,0.0,0.0
2000-03-27 00:00:00-05:00,33.03044715142465,33.17890936132666,31.857116782844248,31.895429611206055,111434000,0.0,0.0
2000-03-28 00:00:00-05:00,31.76134624675479,32.92988793617098,31.37821782399538,31.97206687927246,81114400,0.0,0.0
2000-03-29 00:00:00-05:00,32.24024337457151,33.38962816510882,32.22108696139589,32.853248596191406,64363800,0.0,0.0
2000-03-30 00:00:00-05:00,32.54675603748954,33.2938563820817,31.41652731105523,31.684717178344727,64178400,0.0,0.0
2000-03-31 00:00:00-05:00,32.489292279411764,33.17892348345588,31.914599609375003,32.56591796875,64281400,0.0,0.0
